name,lat,lng
CCK-036A,1.37788,103.756382
CCK-036B,1.378702,103.756656
CCK-036C,1.378784,103.756528
CCK-036D,1.383033,103.753579
CCK-036E,1.376026,103.746847
CCK-036F,1.376006,103.746573
CCK-0370,1.379659,103.757262
CCK-0371,1.37924,103.756908
CCK-0372,1.378964,103.758505
CCK-0373,1.377855,103.739762
CCK-0374,1.398122,103.747319
CCK-0375,1.386088,103.74474
CCK-0376,1.393527,103.745613
CCK-0377,1.379842,103.759144
CCK-0378,1.379684,103.758999
CCK-0379,1.379985,103.758732
CCK-037A,1.380045,103.758598
CCK-037B,1.379818,103.759285
CCK-037C,1.374744,103.750069
CCK-037D,1.374766,103.749734
CCK-037E,1.374704,103.749673
CCK-037F,1.375444,103.74949
CCK-0380,1.38051,103.75881
CCK-0381,1.38057,103.758628
CCK-0382,1.380574,103.758544
CCK-0383,1.380549,103.758259
CCK-0384,1.37528,103.750569
CCK-0385,1.375546,103.749849
CCK-0386,1.375402,103.75022
CCK-0387,1.375207,103.750546
CCK-0388,1.375336,103.750568
CCK-0389,1.378702,103.758246
CCK-038A,1.378561,103.75781
CCK-038B,1.376684,103.753883
CCK-038C,1.384087,103.744598
CCK-038D,1.383999,103.744592
CCK-038E,1.378483,103.749336
CCK-038F,1.380406,103.745027
CCK-0390,1.384186,103.744329
CCK-0391,1.384088,103.744336
CCK-0392,1.383857,103.74435
CGI-0001,1.35556,103.969004
CGI-0002,1.360802,103.971037
CGI-0003,1.362272,103.97332
CGI-0004,1.360569,103.97444
CGI-0005,1.352,103.970013
CGI-0006,1.390526,103.988486
CGI-0007,1.390528,103.986705
CGI-0008,1.388766,103.988656
CGI-0009,1.38976,103.988329
CGI-000A,1.38988,103.986604
CGI-000B,1.390667,103.979286
CGI-000C,1.384188,104.001262
CGI-000E,1.379394,103.978415
CGI-000F,1.378791,103.978713
CGI-0010,1.341767,103.981694
CGI-0012,1.313593,103.995678
CGI-0013,1.372288,104.004741
CGI-0014,1.36841,103.977911
CGI-0015,1.345585,103.970068
CGI-0016,1.388742,103.988543
CGI-0017,1.387761,103.987565
CGI-0018,1.388148,103.987549
CGI-0019,1.388509,103.987676
CGI-001A,1.388904,103.988231
CGI-001B,1.388951,103.988399
CGI-001C,1.38899,103.98806
CGI-001D,1.389226,103.988452
CGI-001E,1.389798,103.988281
CGI-001F,1.388976,103.987988
CGI-0020,1.38917,103.987322
CGI-0021,1.388831,103.987593
CGI-0022,1.389051,103.987957
CGI-0023,1.388504,103.986922
CGI-0024,1.389015,103.986778
CGI-0025,1.35262,103.972628
CGI-0027,1.330851,103.95818
CGI-0028,1.352382,103.96788
CGI-0029,1.3765,104.002216
CGI-002A,1.377009,104.001918
CGI-002B,1.378907,104.001445
CGI-002C,1.387763,103.985702
CGI-002D,1.387654,103.981756
CGI-002E,1.387977,103.982193
CGI-002F,1.386521,103.979384
CGI-0030,1.383589,103.978186
CGI-0031,1.375816,103.976882
CGI-0032,1.323412,103.925209
CGI-0033,1.334361,103.96656
CGI-0034,1.384252,103.978372
CGI-0035,1.346825,103.967799
CGI-0036,1.388503,103.989751
CGI-0037,1.346594,103.967754
CGI-0038,1.350376,103.967803
CGI-0039,1.390963,103.979772
CGI-003A,1.345707,103.970026
CGI-003B,1.38755,103.979333
CGI-003C,1.386781,103.979321
CGI-003D,1.388902,103.978107
CGI-003E,1.387468,103.985984
CGI-003F,1.388282,103.998729
CGI-0040,1.347854,103.972148
CMT-0002,1.31287,103.766826
CMT-0003,1.315219,103.765433
CMT-0004,1.298967,103.766905
CMT-0005,1.308086,103.765851
CMT-0006,1.312499,103.761159
CMT-0007,1.304856,103.764673
CMT-0009,1.307709,103.761465
CMT-000A,1.306741,103.762721
CMT-000B,1.303589,103.764478
CMT-000C,1.315139,103.765848
CMT-000D,1.31443,103.766109
CMT-000E,1.315181,103.767166
CMT-000F,1.319417,103.769398
CMT-0010,1.31826,103.769946
CMT-0011,1.31713,103.770593
CMT-0012,1.316847,103.771153
CMT-0013,1.31535,103.770857
CMT-0014,1.313437,103.77038
CMT-0015,1.313636,103.768963
CMT-0016,1.31238,103.76889
CMT-0017,1.312562,103.771787
CMT-0018,1.32039,103.76838
CMT-0019,1.319184,103.766928
CMT-001B,1.317973,103.76784
CMT-001C,1.318485,103.768206
CMT-001D,1.309176,103.768325
CMT-001E,1.309618,103.770477
CMT-001F,1.311573,103.764061
CMT-0020,1.312489,103.763301
CMT-0021,1.314554,103.761599
CMT-0022,1.314552,103.762329
CMT-0023,1.312307,103.766335
CMT-0024,1.311042,103.766358
CMT-0025,1.324018,103.770329
CMT-0026,1.324438,103.77151
CMT-0027,1.324874,103.772199
CMT-0028,1.322146,103.764726
CMT-0029,1.321717,103.76481
CMT-002A,1.321324,103.764683
CMT-002B,1.320918,103.764981
CMT-002C,1.322029,103.765764
CMT-002D,1.321428,103.765699
CMT-002E,1.321462,103.766974
CMT-002F,1.320863,103.766416
CMT-0030,1.320255,103.766068
CMT-0031,1.318451,103.765389
CMT-0032,1.318443,103.764436
CMT-0033,1.318036,103.764518
CMT-0034,1.318058,103.765378
CMT-0035,1.317291,103.76481
CMT-0036,1.321043,103.76232
CMT-0037,1.320664,103.762956
CMT-0038,1.321512,103.762438
CMT-0039,1.32269,103.762505
CMT-003A,1.321695,103.770802
CMT-003C,1.297034,103.767115
CMT-003D,1.301578,103.766038
CMT-0040,1.31739,103.762467
CMT-0041,1.316722,103.761428
CMT-0042,1.307645,103.761908
CMT-0043,1.307888,103.76206
CMT-0044,1.31474,103.771812
CMT-0045,1.317691,103.771259
CMT-0046,1.309191,103.765723
CMT-0047,1.310866,103.76357
CMT-0048,1.311544,103.763559
CMT-0049,1.315255,103.769097
CMT-004A,1.31105,103.767275
CMT-004B,1.311082,103.767519
CMT-004C,1.301912,103.762296
CMT-004D,1.30514,103.76055
CMT-004E,1.293603,103.766086
CMT-004F,1.299003,103.767071
CMT-0050,1.313167,103.761209
CMT-0051,1.316608,103.757994
CMT-0052,1.320404,103.754849
CMT-0053,1.321126,103.754594
CMT-0054,1.319729,103.762319
CMT-0055,1.320976,103.762011
CMT-0056,1.312248,103.75477
CMT-0057,1.326936,103.75422
CMT-0059,1.328174,103.751267
CMT-005A,1.313791,103.763619
CMT-005C,1.311016,103.758443
CMT-005D,1.326112,103.755648
CMT-005E,1.330501,103.767071
CMT-005F,1.315309,103.764833
CMT-0060,1.315136,103.765739
CMT-0061,1.315503,103.765329
CMT-0062,1.310518,103.753912
CMT-0063,1.312462,103.75275
CMT-0064,1.32592,103.752105
CMT-0065,1.32243,103.76862
CMT-0066,1.32208,103.769022
CMT-0068,1.322659,103.7689
CMT-0069,1.323177,103.770785
CMT-006A,1.32377,103.770048
CMT-006B,1.323836,103.769976
CMT-006C,1.323747,103.770921
CMT-006D,1.323733,103.771266
CMT-006E,1.324208,103.771955
CMT-006F,1.324473,103.772003
CMT-0070,1.324445,103.77112
CMT-0071,1.324464,103.771486
CMT-0072,1.324895,103.772073
CMT-0073,1.32026,103.762635
CMT-0074,1.320338,103.762681
CMT-0075,1.320625,103.762572
CMT-0076,1.320654,103.762783
CMT-0077,1.320669,103.763031
CMT-0078,1.321027,103.763252
CMT-0079,1.321008,103.763511
CMT-007A,1.320952,103.763118
CMT-007B,1.320957,103.762142
CMT-007C,1.320983,103.76228
CMT-007D,1.32147,103.762448
CMT-007E,1.32147,103.762066
CMT-007F,1.322138,103.764833
CMT-0080,1.322174,103.765094
CMT-0081,1.321736,103.765
CMT-0082,1.321762,103.764665
CMT-0083,1.32133,103.764685
CMT-0084,1.322031,103.76571
CMT-0085,1.321496,103.766989
CMT-0086,1.320828,103.766615
CMT-0087,1.320678,103.766676
CMT-0088,1.320244,103.766054
CMT-0089,1.319841,103.76522
CMT-008A,1.318485,103.765555
CMT-008B,1.318466,103.764681
CMT-008C,1.318034,103.764395
CMT-008D,1.318031,103.765291
CMT-008E,1.317376,103.764759
CMT-008F,1.317107,103.76542
CMT-0090,1.316537,103.766232
CMT-0091,1.316549,103.766102
CMT-0092,1.316167,103.766458
CMT-0093,1.316056,103.76709
CMT-0094,1.315707,103.767099
CMT-0095,1.315143,103.766058
CMT-0096,1.31444,103.766739
CMT-0097,1.313964,103.766797
CMT-0098,1.313991,103.766556
CMT-0099,1.313044,103.767301
CMT-009A,1.313727,103.767531
CMT-009B,1.31414,103.768086
CMT-009C,1.314755,103.76763
CMT-009D,1.315168,103.767193
CMT-009E,1.315177,103.768603
CMT-009F,1.317001,103.768389
CMT-00A0,1.316598,103.769152
CMT-00A1,1.316611,103.769306
CMT-00A2,1.315976,103.769041
CMT-00A3,1.315992,103.769195
CMT-00A4,1.319366,103.769432
CMT-00A5,1.318693,103.770104
CMT-00A6,1.318463,103.770343
CMT-00A7,1.318127,103.770079
CMT-00A8,1.318495,103.769703
CMT-00A9,1.317649,103.771036
CMT-00AA,1.318116,103.769302
CMT-00AB,1.318102,103.768855
CMT-00AC,1.316909,103.770255
CMT-00AD,1.317231,103.771005
CMT-00AE,1.316778,103.770998
CMT-00AF,1.315977,103.771293
CMT-00B0,1.31565,103.770224
CMT-00B1,1.315027,103.770365
CMT-00B2,1.315307,103.770766
CMT-00B3,1.313583,103.769074
CMT-00B4,1.313513,103.769985
CMT-00B5,1.312758,103.770055
CMT-00B6,1.312696,103.769694
CMT-00B7,1.312402,103.768735
CMT-00B8,1.312312,103.768997
CMT-00B9,1.312319,103.770094
CMT-00BA,1.312524,103.771829
CMT-00BB,1.312994,103.771707
CMT-00BC,1.319978,103.768454
CMT-00BD,1.320623,103.768187
CMT-00BE,1.31942,103.767479
CMT-00BF,1.319118,103.766628
CMT-00C0,1.318498,103.766806
CMT-00C1,1.318106,103.766812
CMT-00C2,1.318103,103.766528
CMT-00C3,1.317639,103.768174
CMT-00C4,1.317662,103.768261
CMT-00C5,1.317989,103.767639
CMT-00C6,1.318602,103.767937
CMT-00C7,1.311449,103.769785
CMT-00C8,1.31142,103.769625
CMT-00C9,1.310869,103.769386
CMT-00CA,1.3109,103.769717
CMT-00CB,1.310911,103.770798
CMT-00CC,1.310862,103.77034
CMT-00CD,1.311533,103.771692
CMT-00CE,1.310336,103.771323
CMT-00CF,1.310191,103.770751
CMT-00D0,1.310103,103.770114
CMT-00D1,1.310185,103.769534
CMT-00D2,1.310199,103.769504
CMT-00D3,1.310038,103.769251
CMT-00D4,1.310079,103.769467
CMT-00D5,1.309293,103.768682
CMT-00D6,1.309243,103.769387
CMT-00D7,1.309179,103.769025
CMT-00D8,1.309189,103.769063
CMT-00D9,1.309476,103.769799
CMT-00DA,1.30965,103.770589
CMT-00DB,1.309732,103.771214
CMT-00DC,1.311582,103.764352
CMT-00DD,1.311957,103.763574
CMT-00DE,1.312516,103.763128
CMT-00DF,1.312915,103.763091
CMT-00E0,1.31406,103.761357
CMT-00E1,1.314547,103.761313
CMT-00E2,1.314545,103.761792
CMT-00E3,1.314561,103.762622
CMT-00E4,1.316017,103.764234
CMT-00E5,1.313209,103.764765
CMT-00E6,1.312274,103.76632
CMT-00E7,1.312126,103.766566
CMT-00E8,1.311933,103.766874
CMT-00E9,1.311809,103.767135
CMT-00EA,1.311737,103.767166
CMT-00EB,1.31161,103.766728
CMT-00EC,1.311579,103.766768
CMT-00ED,1.31128,103.7671
CMT-00EE,1.311152,103.766829
CMT-00EF,1.311098,103.766536
CMT-00F0,1.311164,103.766499
CMT-00F1,1.311091,103.76574
CMT-00F2,1.311627,103.759516
CMT-00F3,1.312367,103.761178
CMT-00F4,1.31256,103.760537
CMT-00F5,1.31249,103.760956
CMT-00F6,1.31214,103.76053
CMT-00F7,1.312136,103.7607
CMT-00F8,1.311751,103.761532
CMT-00F9,1.31172,103.761611
CMT-00FA,1.311574,103.762012
CMT-00FB,1.311108,103.761129
CMT-00FC,1.311241,103.760794
CMT-00FD,1.310857,103.760688
CMT-00FE,1.310244,103.760613
CMT-00FF,1.309868,103.760441
CMT-0100,1.310044,103.759953
CMT-0101,1.308642,103.760272
CMT-0102,1.308573,103.760567
CMT-0103,1.308951,103.759278
CMT-0104,1.308881,103.759445
CMT-0105,1.309037,103.759061
CMT-0106,1.308313,103.759937
CMT-0107,1.308452,103.759623
CMT-0108,1.308471,103.759552
CMT-0109,1.308234,103.760453
CMT-010A,1.308008,103.760296
CMT-010B,1.30772,103.760154
CMT-010C,1.307616,103.760121
CMT-010D,1.307508,103.760084
CMT-010E,1.3074,103.76002
CMT-010F,1.307276,103.760003
CMT-0110,1.308097,103.759313
CMT-0111,1.308301,103.758776
CMT-0112,1.308178,103.759096
CMT-0113,1.307752,103.759218
CMT-0114,1.307538,103.759689
CMT-0115,1.307766,103.759055
CMT-0116,1.307642,103.759456
CMT-0117,1.307099,103.759759
CMT-0118,1.307213,103.759484
CMT-0119,1.307028,103.759908
CMT-011A,1.304723,103.765112
CMT-011B,1.30485,103.765434
CMT-011C,1.305007,103.766574
CMT-011D,1.305067,103.765893
CMT-011E,1.305174,103.766185
CMT-011F,1.305532,103.767531
CMT-0120,1.305468,103.768056
CMT-0121,1.30494,103.768042
CMT-0122,1.304292,103.768006
CMT-0123,1.304191,103.76772
CMT-0124,1.304204,103.766883
CMT-0125,1.304285,103.76664
CMT-0126,1.304034,103.765368
CMT-0127,1.304164,103.76572
CMT-0128,1.304512,103.768935
CMT-0129,1.304614,103.769033
CMT-012A,1.30371,103.769421
CMT-012B,1.304141,103.769308
CMT-012C,1.303339,103.768152
CMT-012D,1.303258,103.76794
CMT-012E,1.30378,103.767966
CMT-012F,1.307419,103.761792
CMT-0130,1.307775,103.76097
CMT-0131,1.307411,103.760759
CMT-0132,1.306633,103.760945
CMT-0133,1.30681,103.760515
CMT-0134,1.306406,103.760354
CMT-0135,1.306165,103.760999
CMT-0136,1.306352,103.760507
CMT-0137,1.306427,103.760174
CMT-0138,1.305629,103.760798
CMT-0139,1.305679,103.760643
CMT-013A,1.30693,103.761964
CMT-013B,1.306567,103.762817
CMT-013C,1.306157,103.762716
CMT-013D,1.305591,103.76248
CMT-013E,1.305186,103.762344
CMT-013F,1.305406,103.761148
CMT-0140,1.304751,103.761131
CMT-0141,1.305059,103.761656
CMT-0142,1.304993,103.761817
CMT-0143,1.30441,103.762019
CMT-0144,1.30425,103.761693
CMT-0145,1.303414,103.761933
CMT-0146,1.303001,103.762036
CMT-0147,1.302011,103.763211
CMT-0148,1.302304,103.7631
CMT-0149,1.302194,103.763154
CMT-014A,1.302125,103.762387
CMT-014B,1.303331,103.762507
CMT-014C,1.303011,103.763382
CMT-014D,1.303539,103.763355
CMT-014E,1.305351,103.76371
CMT-014F,1.305445,103.763687
CMT-0150,1.305254,103.763847
CMT-0151,1.305134,103.763415
CMT-0152,1.304586,103.763259
CMT-0153,1.304683,103.763192
CMT-0154,1.304288,103.76278
CMT-0155,1.322115,103.762393
CMT-0156,1.322007,103.762357
CMT-0157,1.321911,103.762564
CMT-0158,1.321926,103.762353
CMT-0159,1.3219,103.762402
CMT-015A,1.321901,103.762494
CMT-015B,1.319027,103.764688
CMT-015C,1.320488,103.764781
CMT-015D,1.309865,103.76868
CMT-015E,1.310171,103.768791
CMT-015F,1.316097,103.764241
CMT-0160,1.316064,103.764187
CMT-0161,1.316006,103.764289
CMT-0162,1.311629,103.759988
CMT-0163,1.322514,103.762506
CMT-0164,1.32254,103.762538
CMT-0165,1.32273,103.762399
CMT-0166,1.322613,103.762361
CMT-0167,1.322544,103.762359
CMT-0168,1.322518,103.762394
CMT-0169,1.322004,103.762525
CMT-016A,1.322117,103.76251
CMT-016B,1.319731,103.764482
CMT-016C,1.316742,103.763875
CMT-016D,1.319494,103.763998
CMT-016E,1.319673,103.763863
CMT-016F,1.316741,103.76382
CMT-0170,1.32796,103.768746
CMT-0171,1.326023,103.763976
CMT-0172,1.337555,103.75251
CMT-0173,1.335695,103.757418
CMT-0175,1.322192,103.757462
CMT-0176,1.325932,103.765948
CMT-0178,1.316329,103.751626
CMT-0179,1.313594,103.765632
CMT-017A,1.307472,103.760584
CMT-017B,1.327304,103.751209
CMT-017C,1.337066,103.755129
CMT-017D,1.303759,103.764837
CMT-017E,1.297525,103.769871
CMT-017F,1.329761,103.758423
CMT-0180,1.330119,103.758265
CMT-0181,1.333328,103.759041
CMT-0182,1.304817,103.762607
CMT-0183,1.297665,103.76957
CMT-0184,1.335743,103.75713
CMT-0185,1.336469,103.749377
CMT-0186,1.333558,103.759323
CMT-0187,1.312335,103.765756
CMT-0188,1.31726,103.767705
CMT-0189,1.312013,103.769595
CMT-018A,1.308887,103.760492
CMT-018B,1.326097,103.764367
CMT-018C,1.332546,103.777698
CMT-018D,1.304785,103.769373
CMT-018E,1.317738,103.757719
CMT-018F,1.318457,103.765864
CMT-0190,1.320786,103.767448
CMT-0191,1.304883,103.760279
CMT-0192,1.312437,103.755121
CMT-0193,1.307537,103.758319
CMT-0194,1.312749,103.76462
CMT-0195,1.312995,103.764201
CMT-0196,1.312522,103.764385
CMT-0197,1.312558,103.764682
CMT-0198,1.312607,103.764662
CMT-0199,1.312909,103.764057
CMT-019A,1.312903,103.764088
CMT-019B,1.312948,103.764103
CMT-019C,1.312889,103.764127
CMT-019D,1.318174,103.766157
CMT-019E,1.315136,103.765739
CMT-019F,1.322166,103.763695
CMT-01A0,1.322488,103.76368
CMT-01A1,1.322038,103.763516
CMT-01A2,1.322061,103.76374
CMT-01A3,1.322638,103.7633
CMT-01A4,1.322758,103.762861
CMT-01A5,1.322645,103.763688
CMT-01A6,1.322623,103.76342
CMT-01A7,1.323342,103.762988
CMT-01A8,1.323312,103.762839
CMT-01A9,1.32329,103.763546
CMT-01AA,1.32326,103.763367
CMT-01AB,1.310056,103.767269
CMT-01AC,1.310273,103.767373
CMT-01AD,1.309382,103.767321
CMT-01AE,1.309944,103.767619
CMT-01AF,1.310536,103.768244
CMT-01B0,1.310663,103.768148
CMT-01B1,1.310446,103.768036
CMT-01B2,1.310453,103.76817
CMT-01B3,1.311285,103.768423
CMT-01B4,1.311412,103.768498
CMT-01B5,1.310708,103.768296
CMT-01B6,1.311248,103.768326
CMT-01B7,1.321731,103.763181
CMT-01B8,1.321664,103.763286
CMT-01B9,1.311472,103.768594
CMT-01BA,1.321753,103.762898
CMT-01BB,1.309779,103.767723
CMT-01BC,1.309562,103.7675
CMT-01BD,1.309194,103.767716
CMT-01BE,1.309554,103.76788
CMT-01BF,1.293801,103.767056
CMT-01C0,1.320147,103.753319
CMT-01C1,1.315699,103.764524
CMW-0001,1.301782,103.798728
CMW-0002,1.295074,103.805497
CSC-8503,1.390768,103.98678
CSC-8522,1.39148,103.982312
CSF-1001,1.365117,103.980704
CWC-0002,1.342259,103.836034
CWC-0003,1.340672,103.832901
CWC-0006,1.41326,103.805267
DTC-0001,1.293027,103.853258
DTC-0002,1.291555,103.859327
DTC-0003,1.274102,103.8469
DTC-0004,1.273996,103.844844
DTC-0005,1.296961,103.856481
DTC-0008,1.289727,103.848863
DTC-0009,1.292779,103.860922
DTC-000A,1.289338,103.861872
DTC-000B,1.29073,103.860945
DTC-000C,1.277482,103.855624
DTC-000D,1.301161,103.856039
DTC-000E,1.281094,103.851464
DTC-000F,1.273174,103.84305
DTC-0011,1.29287,103.855924
DTC-0013,1.289767,103.848802
DTC-0014,1.282388,103.85147
DTC-0015,1.28042,103.855094
DTC-0016,1.281932,103.852886
DTC-0017,1.281707,103.857083
DTC-0018,1.286407,103.853585
DTC-0019,1.285302,103.860615
DTC-001A,1.299073,103.85685
DTC-001B,1.300628,103.856313
DTC-001C,1.301132,103.855701
DTC-001D,1.276344,103.844874
DTC-001E,1.27659,103.854805
DTC-001F,1.276348,103.845173
DTC-0020,1.279677,103.844226
DTC-0021,1.296421,103.853561
DTC-0022,1.278307,103.847517
DTC-0023,1.27473,103.847527
DTC-0026,1.279779,103.856316
DTC-0027,1.279616,103.845104
DTC-0029,1.279415,103.845293
DTC-002B,1.279961,103.845507
DTC-002C,1.279673,103.844904
DTC-002D,1.297137,103.854036
DTC-002E,1.297274,103.854595
DTC-002F,1.297969,103.85432
DTC-0030,1.29081,103.854891
DTC-0031,1.285937,103.847365
DTC-0032,1.285783,103.847268
DTC-0033,1.279431,103.853167
DTC-0034,1.279763,103.852667
DTC-0036,1.291672,103.860684
DTC-0038,1.284644,103.848829
DTC-0039,1.279661,103.84492
DTC-003B,1.302751,103.854209
DTC-003C,1.302549,103.854345
DTC-003D,1.296945,103.851392
DTC-003E,1.299992,103.855578
DTC-003F,1.289495,103.851039
DTC-0040,1.289087,103.854876
DTC-0041,1.282038,103.858969
DTC-0047,1.289628,103.857015
DTC-0049,1.296631,103.854338
DTC-004A,1.278306,103.848398
DTC-004B,1.278966,103.847817
DTC-004C,1.282503,103.849957
DTC-004D,1.294207,103.855009
DTC-004E,1.294847,103.857329
DTC-0050,1.284299,103.849609
DTC-0051,1.284354,103.849741
DTC-0052,1.28453,103.849801
DTC-0053,1.284757,103.850476
DTC-0054,1.284054,103.850406
DTC-0057,1.27709,103.850966
DTC-0058,1.280776,103.844695
DTC-0059,1.274953,103.854269
DTC-005A,1.275086,103.855034
DTC-005B,1.275957,103.854846
DTC-005C,1.277895,103.867139
DTC-005D,1.280238,103.868998
DTC-005E,1.279091,103.868017
DTC-005F,1.292844,103.855521
DTC-0060,1.279146,103.852896
DTC-0061,1.279601,103.852908
DTC-0062,1.28274,103.851534
DTC-0063,1.277851,103.847035
DTC-0064,1.276234,103.847068
DTC-0065,1.276246,103.84656
FRP-0001,1.313728,103.854643
GRW-1001,1.292633,103.832171
GRW-1002,1.2926,103.832141
GYL-0001,1.318057,103.893644
GYL-0004,1.328455,103.870969
GYL-0006,1.33071,103.889248
GYL-0007,1.310559,103.88323
GYL-0008,1.329113,103.879783
GYL-0009,1.315664,103.895462
GYL-000A,1.314242,103.892191
GYL-000C,1.315179,103.893176
GYL-000D,1.310079,103.875973
GYL-000F,1.311553,103.887961
GYL-0010,1.308197,103.888287
GYL-0011,1.309002,103.891802
GYL-0012,1.317088,103.902873
GYL-0013,1.313292,103.900561
GYL-0014,1.314041,103.893132
GYL-0015,1.327481,103.885043
GYL-0016,1.318646,103.897306
GYL-0017,1.320775,103.902455
GYL-0018,1.320673,103.902866
GYL-0019,1.321254,103.90399
GYL-001A,1.320796,103.904278
GYL-001B,1.320842,103.904758
GYL-001C,1.321782,103.902988
GYL-001D,1.322279,103.902764
GYL-001E,1.32181,103.904266
GYL-001F,1.322215,103.903969
GYL-0020,1.322711,103.90342
GYL-0021,1.323181,103.903609
GYL-0022,1.323908,103.903494
GYL-0023,1.323,103.904394
GYL-0024,1.323369,103.904355
GYL-0025,1.323673,103.904095
GYL-0026,1.324267,103.903049
GYL-0027,1.324639,103.902974
GYL-0028,1.325084,103.903525
GYL-0029,1.324725,103.901791
GYL-002A,1.324275,103.901926
GYL-002B,1.323746,103.902118
GYL-002C,1.320495,103.901978
GYL-002D,1.320272,103.901398
GYL-002E,1.32017,103.900725
GYL-002F,1.321053,103.900874
GYL-0030,1.321126,103.901236
GYL-0031,1.321207,103.901652
GYL-0032,1.318472,103.89967
GYL-0033,1.318772,103.899404
GYL-0034,1.318394,103.899424
GYL-0035,1.318428,103.89835
GYL-0036,1.318192,103.898554
GYL-0037,1.318369,103.898033
GYL-0038,1.317955,103.897111
GYL-0039,1.318214,103.897301
GYL-003A,1.311493,103.898103
GYL-003B,1.312312,103.89764
GYL-003C,1.311684,103.897323
GYL-003D,1.312022,103.897032
GYL-003E,1.312542,103.896574
GYL-003F,1.313304,103.897245
GYL-0040,1.313757,103.897019
GYL-0041,1.313686,103.896036
GYL-0042,1.314333,103.895757
GYL-0043,1.31499,103.89654
GYL-0044,1.313234,103.895024
GYL-0045,1.31383,103.895281
GYL-0047,1.330901,103.901511
GYL-0048,1.330014,103.901875
GYL-0049,1.329802,103.903177
GYL-004A,1.328913,103.903717
GYL-004B,1.32921,103.903518
GYL-004C,1.329393,103.903238
GYL-004D,1.329088,103.902484
GYL-004E,1.328583,103.903356
GYL-004F,1.328265,103.903638
GYL-0050,1.328787,103.904169
GYL-0051,1.32782,103.904642
GYL-0053,1.328366,103.904262
GYL-0054,1.327308,103.903928
GYL-0055,1.326884,103.903941
GYL-0056,1.327117,103.905019
GYL-0057,1.326564,103.904132
GYL-0058,1.32663,103.90273
GYL-0059,1.326336,103.902797
GYL-005A,1.325795,103.90207
GYL-005B,1.326134,103.901938
GYL-005C,1.326498,103.902212
GYL-005D,1.326754,103.90159
GYL-005E,1.326487,103.900206
GYL-005F,1.326244,103.899106
GYL-0060,1.325972,103.899458
GYL-0061,1.325686,103.899947
GYL-0062,1.326155,103.900352
GYL-0063,1.325841,103.900759
GYL-0064,1.325421,103.900561
GYL-0065,1.325396,103.900074
GYL-0066,1.308993,103.88324
GYL-0067,1.309624,103.88303
GYL-006A,1.310538,103.885625
GYL-006C,1.310262,103.883417
GYL-006D,1.307357,103.889618
GYL-006E,1.307481,103.888778
GYL-006F,1.307772,103.888924
GYL-0070,1.307937,103.885058
GYL-0071,1.308099,103.884685
GYL-0072,1.30859,103.884588
GYL-0073,1.308707,103.884961
GYL-0074,1.308864,103.885466
GYL-0076,1.307812,103.883129
GYL-0077,1.307409,103.88298
GYL-0078,1.307057,103.882858
GYL-0079,1.307775,103.882332
GYL-007A,1.309474,103.882326
GYL-007C,1.307741,103.88283
GYL-007E,1.320515,103.886814
GYL-007F,1.319975,103.886963
GYL-0080,1.319231,103.886544
GYL-0081,1.321273,103.885872
GYL-0082,1.320922,103.885955
GYL-0083,1.321338,103.884568
GYL-0084,1.320918,103.884349
GYL-0085,1.320895,103.883611
GYL-0086,1.320437,103.882533
GYL-0087,1.320497,103.883552
GYL-0088,1.320149,103.883067
GYL-0089,1.319435,103.883063
GYL-008A,1.319132,103.883288
GYL-008B,1.319003,103.884318
GYL-008C,1.319322,103.885351
GYL-008D,1.319379,103.884804
GYL-008E,1.320026,103.884466
GYL-008F,1.320376,103.884486
GYL-0090,1.320357,103.885063
GYL-0091,1.323396,103.881828
GYL-0092,1.323545,103.882184
GYL-0093,1.330239,103.886054
GYL-0094,1.330683,103.886574
GYL-0095,1.330206,103.887014
GYL-0096,1.330124,103.885698
GYL-0097,1.329641,103.8861
GYL-0098,1.329973,103.888022
GYL-0099,1.329897,103.888995
GYL-009A,1.329491,103.888126
GYL-009B,1.329195,103.888457
GYL-009C,1.329224,103.888925
GYL-009D,1.329404,103.889203
GYL-009E,1.328093,103.887065
GYL-009F,1.327227,103.886316
GYL-00A0,1.326801,103.886748
GYL-00A1,1.32742,103.887143
GYL-00A2,1.326868,103.887768
GYL-00A3,1.326144,103.887796
GYL-00A4,1.325875,103.888264
GYL-00A7,1.325954,103.884976
GYL-00A8,1.322745,103.885371
GYL-00A9,1.318259,103.886338
GYL-00AA,1.318009,103.886218
GYL-00AB,1.317932,103.8868
GYL-00AC,1.318494,103.887356
GYL-00AD,1.316962,103.887589
GYL-00AE,1.31652,103.886162
GYL-00AF,1.316295,103.885289
GYL-00B0,1.318145,103.884444
GYL-00B1,1.317676,103.885355
GYL-00B2,1.31818,103.885485
GYL-00B3,1.327667,103.884491
GYL-00B4,1.327763,103.883267
GYL-00B5,1.322306,103.88395
GYL-00B6,1.322589,103.882431
GYL-00B7,1.322709,103.883167
GYL-00B8,1.323175,103.883643
GYL-00B9,1.322732,103.887796
GYL-00BA,1.3244,103.886947
GYL-00BC,1.323772,103.888704
GYL-00BD,1.32406,103.888631
GYL-00BE,1.323283,103.886512
GYL-00BF,1.323131,103.887266
GYL-00C0,1.322994,103.887805
GYL-00C1,1.323204,103.888585
GYL-00C2,1.316973,103.897924
GYL-00C3,1.317272,103.897524
GYL-00C4,1.31737,103.897995
GYL-00C5,1.317445,103.898376
